id,first_name,last_name,full_name,team,position,status,hashtag,gsis_id,sleeper_id,sportradar_id,stats_id,swish_id,yahoo_id,rotowire_id,rotoworld_id,espn_id,fantasy_data_id
337,Albert,Okwuegbunam,Albert Okwuegbunam,DEN,TE,Active,#albertokwuegbunam-NFL-DEN-85,,6843,617aee8a-70be-4bdf-9a71-2e2b74e647e6,,920077,32788,14369,,4035115,21794
338,Darnell,Mooney,Darnell Mooney,CHI,WR,Active,#darnellmooney-NFL-CHI-11,,7090,bafe8df1-66b5-4200-8fb3-ff188c25a4e2,,912027,32843,14510,,4040655,21961
339,Daurice,Fountain,Daurice Fountain,KC,WR,Active,#dauricefountain-NFL-KC-82,00-0034395,5102,5226f6a9-a6af-45f9-93ec-669542f3cfc9,830751,830751,31129,12672,,3120659,19981
340,Drew,Sample,Drew Sample,CIN,TE,Inactive,#drewsample-NFL-CIN-89, 00-0035631,6001,15a4f552-ecaf-45bd-9006-aa5dda93bee6,837824,837824,31884,13809,14111,3127310,20931
341,Adam,Shaheen,Adam Shaheen,MIA,TE,Inactive,#adamshaheen-NFL-MIA-80,00-0033896,4085,87171077-4c1c-4b67-b159-2cc6242988e0,1049770,1049770,30158,11898,12283,4198676,18931
342,Marquise,Brown,Marquise Brown,ARI,WR,Active,#marquisebrown-NFL-ARI-2, 00-0035662,5848,feeee40a-dd63-41a7-89cd-6c95b5456833,976220,976220,31857,13502,14010,4241372,21045
343,Jack,Doyle,Jack Doyle,IND,TE,Active,#jackdoyle-NFL-IND-84,00-0030181,1706,bd413539-9351-454e-9d61-4e8635d7e9f5,477386,477386,27299,9081,9075,16504,15602
344,DeVante,Parker,DeVante Parker,NE,WR,Active,#devanteparker-NFL-NE-1,00-0031547,2319,e9ee9209-dd8f-4e4a-be3c-407756a2749c,602241,602241,28402,10152,10415,2576623,16775
345,Elijah,Holyfield,Elijah Holyfield,CIN,RB,Inactive,#elijahholyfield-NFL-CIN-36, 00-0035442,5919,ebae3f19-b8bb-43d6-ae78-d21e9dc08b61,922028,922028,32148,13534,,4035006,20809
346,Frank,Darby,Frank Darby,ATL,WR,Active,#frankdarby-NFL-ATL-88,,7530,52f8f4a4-3d70-4d43-9a3d-9f7356033f2f,,919285,,15465,,,
347,Benny,Snell,Benny Snell,PIT,RB,Active,#bennysnell-NFL-PIT-24, 00-0035217,6156,74af3906-083e-49d1-b8c6-556101390381,920062,920062,31954,13453,13951,4035072,20950
348,Austin,Allen,Austin Allen,NYG,TE,Active,#austinallen-NFL-NYG-46,,8215,c116b990-d263-11ec-b16e-cf7159baf83d,,976477,,,,,
349,Chester,Rogers,Chester Rogers,CLE,WR,Active,#chesterrogers-NFL-CLE-80,00-0032355,3582,958c9833-2e55-411a-8e0e-ecc229bbeb14,702949,702949,29609,11256,11753,2983209,18361
350,Donald,Parham,Donald Parham,LAC,TE,Active,#donaldparham-NFL-LAC-89, 00-0035329,6074,4f246e92-3d21-450f-977a-dc16892c7238,875649,875649,32456,13602,,3912092,20905
351,Jamaal,Williams,Jamaal Williams,DET,RB,Active,#jamaalwilliams-NFL-DET-30,00-0033948,4149,122e131c-b08c-4b10-901d-481a20aeffb8,695311,695311,30247,11777,12298,2980453,18995
352,Wan'Dale,Robinson,Wan'Dale Robinson,NYG,WR,Inactive,#wandalerobinson-NFL-NYG-17,,8126,582dfe0e-98f3-48a5-8a2d-a52baa926b05,,1164875,,15838,,,
353,A.J.,Brown,A.J. Brown,PHI,WR,Active,#ajbrown-NFL-PHI-11, 00-0035676,5859,a9e580f2-1fbe-46fb-887c-c84089b507e4,944826,944826,31883,13432,13946,4047646,21042
354,Quez,Watkins,Quez Watkins,PHI,WR,Active,#quezwatkins-NFL-PHI-16,,6927,ca85137c-205c-458e-8b77-8457849f614c,,949134,32870,14464,,4050373,21957
355,Marquez,Stevenson,Marquez Stevenson,BUF,WR,Inactive,#marquezstevenson-NFL-BUF-5,,7556,e6f6dd1f-536f-41be-bf56-7ea6999d5b2c,,921399,,15436,,,
356,Alvin,Kamara,Alvin Kamara,NO,RB,Active,#alvinkamara-NFL-NO-41,00-0033906,4035,d9c857b2-97da-4fb8-a527-afbbb2a67413,750846,750846,30180,11732,12172,3054850,18878
357,Andrew,Ogletree,Andrew Ogletree,IND,TE,Inactive,#andrewogletree-NFL-IND-85,,8489,59f460a8-b5af-40e6-840c-429762b278b3,,1271740,,16277,,,
358,Ashton,Dulin,Ashton Dulin,IND,WR,Active,#ashtondulin-NFL-IND-16, 00-0035021,6427,f374262b-d642-4d05-9584-5955548ee4d1,1166036,1166036,32292,13854,,4061956,21349
359,Brian,Robinson,Brian Robinson,WAS,RB,Active,#brianrobinson-NFL-WAS-8,,8154,795f636e-6f7f-4bc7-a346-2862272abead,,973966,,15907,,,
360,Cole,Turner,Cole Turner,WAS,TE,Active,#coleturner-NFL-WAS-85,,8214,fc78ba73-7ef3-4dda-9a06-b5101f7ff7b1,,1122692,,15923,,,
361,John,Lovett,John Lovett,CAR,RB,Active,#johnlovett-NFL-CAR-37,,8568,42073140-ca1e-11ec-aeb5-1b91b32ddede,,1066889,,16243,,,
362,Jonnu,Smith,Jonnu Smith,NE,TE,Active,#jonnusmith-NFL-NE-81,00-0033858,4144,e4f25a37-74de-4bfb-b6c9-f50a4fab0b87,743749,743749,30213,11807,12344,3054212,18990
363,Nick,Chubb,Nick Chubb,CLE,RB,Active,#nickchubb-NFL-CLE-24,00-0034791,4988,4bd60b33-9fbf-4156-ba2b-8264ac37b418,822857,822857,31005,12886,13161,3128720,19798
364,Tyrion,Davis-Price,Tyrion Davis-Price,SF,RB,Inactive,#tyriondavisprice-NFL-SF-32,,8211,052cdbeb-f758-4110-ac1a-675cd0335db9,,1161729,,15986,,,
365,Quintin,Morris,Quintin Morris,BUF,TE,Active,#quintinmorris-NFL-BUF-85,,7536,eab74cbc-ed11-46b3-bd16-1d4c997adc22,,1059680,,15460,,,
366,Jeremy,Ruckert,Jeremy Ruckert,NYJ,TE,Active,#jeremyruckert-NFL-NYJ-89,,8145,28f3732b-0910-4d09-9fd4-e43b821dc5bb,,1122596,,15996,,,
367,Thomas,Hennigan,Thomas Hennigan,MIN,WR,Inactive,#thomashennigan-NFL-MIN-89,,8437,061ca100-c957-11ec-b1d2-d334745b4f4f,,975342,,16301,,,
368,Deon,Cain,Deon Cain,PHI,WR,Active,#deoncain-NFL-PHI-85,00-0034406,5101,3da67e95-bd15-409f-b5de-b2feb54efda7,867754,867754,31155,12611,13167,3728254,19980
369,Jeremy,McNichols,Jeremy McNichols,PIT,RB,Inactive,#jeremymcnichols-NFL-PIT-33,00-0033955,4219,25cc3585-6194-4786-968a-2600db46b6c6,837594,837594,30275,11767,12174,3127586,19065
370,Tyler,Badie,Tyler Badie,BAL,RB,Active,#tylerbadie-NFL-BAL-30,,8208,e62678b9-9816-420f-bf86-398e7fea7063,,1124338,,15893,,,
371,Elijah,Moore,Elijah Moore,NYJ,WR,Active,#elijahmoore-NFL-NYJ-8,,7596,b1935e20-6bd6-4863-8d7e-702ec403491f,,1128783,,15280,,,
372,Shane,Buechele,Shane Buechele,KC,QB,Active,#shanebuechele-NFL-KC-12,,8002,d7c63db7-dfe8-4cd6-a684-90342d12fa26,,911619,,15262,,,
373,Amari,Rodgers,Amari Rodgers,GB,WR,Active,#amarirodgers-NFL-GB-8,,7540,e47ca6ed-c988-4cad-b4a4-181c67463748,,978580,,15441,,,
374,Jeff,Wilson,Jeff Wilson,SF,RB,Active,#jeffwilson-NFL-SF-22,00-0034115,5284,72cf3127-3953-4fd8-8049-3de1b6fa9825,834195,834195,31394,12932,13578,3122976,20360
375,Cole,Fotheringham,Cole Fotheringham,LV,TE,Active,#colefotheringham-NFL-LV-85,,8840,320bc720-d3a5-11ec-96a0-c3471a31202c,,913155,,16556,,,
376,Rhamondre,Stevenson,Rhamondre Stevenson,NE,RB,Active,#rhamondrestevenson-NFL-NE-38,,7611,6260e78a-64e2-4f7e-9bf8-39948a17a370,,1174682,,15372,,,
377,KaVontae,Turpin,KaVontae Turpin,DAL,WR,Active,#kavontaeturpin-NFL-DAL-9,,8917,2dfd63d0-0e8a-11ed-a8f4-191ad3c6932a,,865958,,13894,,,
378,Allen,Hurns,Allen Hurns,MIA,WR,Active,#allenhurns-NFL-MIA-8,00-0030821,1984,10952a8e-9da1-447b-a016-c699db00c5f0,540997,540997,27874,9485,9867,17177,16253
379,Lawrence,Cager,Lawrence Cager,NYJ,TE,Active,#lawrencecager-NFL-NYJ-81,,7106,2f2181f8-cb0a-42e4-9468-17f5f5a219cc,,880123,33329,14597,,3917849,21728
380,Nick,Foles,Nick Foles,IND,QB,Active,#nickfoles-NFL-IND-9,00-0029567,1029,c8232b55-6617-4dd9-a7cf-cf14cd9a29ab,403189,403189,25798,8066,7475,14877,13723
381,Raheem,Blackshear,Raheem Blackshear,CAR,RB,Active,#raheemblackshear-NFL-CAR-20,,8255,f64a23e0-d457-11ec-9026-65785f74dc2a,,1068724,,16355,,,
382,Mason,Rudolph,Mason Rudolph,PIT,QB,Active,#masonrudolph-NFL-PIT-2,00-0034771,4972,be4ca0ad-f3d6-4b98-a37f-79d0cbc06390,823220,823220,31046,12629,13075,3116407,19850
383,Hayden,Hurst,Hayden Hurst,CIN,TE,Active,#haydenhurst-NFL-CIN-88,00-0034830,4973,1b125fc4-5dd9-4eb9-a42f-048e61ca42b7,881956,881956,30995,12467,13098,3924365,19843
384,Diontae,Johnson,Diontae Johnson,PIT,WR,Active,#diontaejohnson-NFL-PIT-18, 00-0035216,5937,244c00c7-fe9a-4f4f-adff-1d5b9c8877e7,891115,891115,31898,13472,14126,3932905,21077
385,Matt,LaCosse,Matt LaCosse,NE,TE,Active,#mattlacosse-NFL-NE-83,00-0031744,2944,25e58aee-1b33-4468-9a81-6586426b91d5,606055,606055,28875,10727,10980,2576179,17415
386,Tanner,Gentry,Tanner Gentry,BUF,WR,Active,#tannergentry-NFL-BUF-87,00-0033633,4551,47520723-6d02-4c3b-b786-a7dfcea15efc,728964,728964,30720,12353,12470,3043841,19431
387,Nakia,Griffin-Stewart,Nakia Griffin-Stewart,IND,TE,Active,#nakiagriffinstewart-NFL-IND-89,,7359,789c00d3-a9e2-47fb-9a8f-45af1fe39fbe,,884675,33031,15110,,3930035,22347
388,Tyrod,Taylor,Tyrod Taylor,NYG,QB,Inactive,#tyrodtaylor-NFL-NYG-2,00-0028118,827,7f3ef024-eb34-46af-8b9e-544cdf09378f,399579,399579,24967,7357,6509,14163,12831
389,Stanley,Morgan,Stanley Morgan,CIN,WR,Active,#stanleymorgan-NFL-CIN-17, 00-0035399,6069,8f32cbe6-9c50-4bf7-9e68-057d718fb490,866112,866112,32469,13877,,3699902,20886
390,Trevon,Wesco,Trevon Wesco,CHI,TE,Active,#trevonwesco-NFL-CHI-88, 00-0035259,6181,f6c34178-e063-444b-96b3-df6b3cf66419,919456,919456,31953,13828,,4039253,20977
391,Trenton,Cannon,Trenton Cannon,TEN,RB,Inactive,#trentoncannon-NFL-TEN-23,00-0034164,5123,b89c853a-6bd8-42ec-ae52-a11831923631,1075216,1075216,31174,12997,13304,4261020,20040
392,Kenneth,Gainwell,Kenneth Gainwell,PHI,RB,Active,#kennethgainwell-NFL-PHI-14,,7567,e2a5882a-dcc1-4800-889f-3b957b21834f,,1130705,,15222,,,
393,Darren,Waller,Darren Waller,LV,TE,Active,#darrenwaller-NFL-LV-83,00-0031610,2505,14c97c9f-26e8-4944-9299-f90de6aeada3,600191,600191,28592,10215,10433,2576925,16964
394,Chase,Daniel,Chase Daniel,LAC,QB,Active,#chasedaniel-NFL-LAC-4,00-0026544,490,0045a36c-f464-49e0-a25a-9210edc94bc1,300101,300101,9678,6162,5170,12471,9902
395,Mark,Andrews,Mark Andrews,BAL,TE,Active,#markandrews-NFL-BAL-89,00-0034753,5012,0618f387-9b72-4270-8b8f-dec4cccc9e4a,820699,820699,31056,12559,13182,3116365,19803
396,Jordan,Akins,Jordan Akins,HOU,TE,Active,#jordanakins-NFL-HOU-88,00-0034364,5032,0cb5a32a-a340-4671-ba2a-93f5fa6aee8d,838396,838396,31068,12568,,3128452,19903
397,Gus,Edwards,Gus Edwards,BAL,RB,Active,#gusedwards-NFL-BAL-35,00-0034184,5248,3ffc3993-461e-4477-9def-c9633b7feac1,739799,739799,31424,13123,13606,3051926,20239
398,K.J.,Osborn,K.J. Osborn,MIN,WR,Active,#kjosborn-NFL-MIN-17,,7066,3bf5c049-9daa-43ba-9758-c6c895a9d462,,881058,32846,14641,,3916566,21714
399,Darrius,Shepherd,Darrius Shepherd,DEN,WR,Active,#darriusshepherd-NFL-DEN-19, 00-0035181,6519,4bfd6f35-f0ac-4c43-a023-f8236df31deb,831003,831003,32378,13924,,3120588,21513
400,Irv,Smith,Irv Smith,MIN,TE,Active,#irvsmith-NFL-MIN-84, 00-0034970,6126,ed0e6a30-83d5-4f4b-bf49-f7ff80e21304,944428,944428,31882,13583,14052,4040980,20949
401,Stephen,Sullivan,Stephen Sullivan,CAR,TE,Inactive,#stephensullivan-NFL-CAR-84,,6970,a41b8454-0326-4c56-87a2-f2aac3814961,,910808,32921,14570,,4035426,21865
402,Breece,Hall,Breece Hall,NYJ,RB,Active,#breecehall-NFL-NYJ-20,,8155,db1053d7-3343-43a3-9aab-8353f10f1221,,1162537,,15810,,,
403,Joe,Mixon,Joe Mixon,CIN,RB,Active,#joemixon-NFL-CIN-28,00-0033897,4018,7797f36e-87e8-4282-b6d2-bdb1774fc3b3,820727,820727,30161,11707,12147,3116385,18858
404,Hunter,Renfrow,Hunter Renfrow,LV,WR,Active,#hunterrenfrow-NFL-LV-13, 00-0034983,5955,34c523c7-bc58-49f0-a9cc-f9edd91fe00f,841649,841649,31981,13749,14062,3135321,20924
405,Ke'Shawn,Vaughn,Ke'Shawn Vaughn,TB,RB,Active,#keshawnvaughn-NFL-TB-21,,6885,4b0a90db-f007-4ac1-8542-b531342b9da5,,877807,32746,14557,,3917612,21788
406,Josh,Babicz,Josh Babicz,CAR,TE,Active,#joshbabicz-NFL-CAR-87,,8559,a92fa610-ca1c-11ec-aeb5-1b91b32ddede,,1067859,,16503,,,
407,Marlon,Mack,Marlon Mack,SF,RB,Active,#marlonmack-NFL-SF-25,00-0033951,4152,413f7971-4d5b-496d-a11b-f623e9bc3b7c,840760,840760,30256,11765,12308,3139605,18998
408,Ian,Book,Ian Book,PHI,QB,Active,#ianbook-NFL-PHI-19,,7589,0d3113f7-2a82-4fba-a0ab-bfe068746a8a,,946092,,15368,,,
409,Michael,Carter,Michael Carter,NYJ,RB,Active,#michaelcarter-NFL-NYJ-32,,7607,7f119181-4c9f-4a9f-bccc-357277b64a8d,,976329,,15273,,,
410,PJ,Walker,PJ Walker,CAR,QB,Active,#pjwalker-NFL-CAR-11,00-0033275,4335,0666e6c6-42d9-40ab-83bd-7bbf81e9ac9c,749164,749164,30538,12371,12666,3051308,19191
411,Auden,Tate,Auden Tate,PHI,WR,Active,#audentate-NFL-PHI-13,00-0034686,5130,75a646ac-b2d2-42d9-91c7-3b00fdf71ef9,883459,883459,31223,12569,13352,3921564,20057
412,Dalton,Schultz,Dalton Schultz,DAL,TE,Active,#daltonschultz-NFL-DAL-86,00-0034383,5001,8caec1b4-e0b6-4a84-b8c8-617d6e91ef6a,830523,830523,31107,12514,13198,3117256,19920
413,DeAndre,Hopkins,DeAndre Hopkins,ARI,WR,Inactive,#deandrehopkins-NFL-ARI-10,00-0030564,1426,5c48ade7-4b9a-4757-9643-87a6e3839e2b,560241,560241,26650,8619,8404,15795,14986
414,Mo,Alie-Cox,Mo Alie-Cox,IND,TE,Active,#moaliecox-NFL-IND-81,00-0033217,4054,8809c0dd-786b-4255-a7d0-333c9498c19a,712506,712506,30112,12196,12221,2998565,18900
415,Vyncint,Smith,Vyncint Smith,DEN,WR,Active,#vyncintsmith-NFL-DEN-86,00-0034631,5260,a63918a5-da89-40d9-8518-30a3e0e46da1,850603,850603,31588,12979,,3155188,20295
416,D'Ernest,Johnson,D'Ernest Johnson,CLE,RB,Active,#dernestjohnson-NFL-CLE-30, 00-0035628,6694,f46e812f-14c6-4af8-9316-01a880adebc5,839043,839043,32608,12678,,3139602,21593
417,KhaDarel,Hodge,KhaDarel Hodge,ATL,WR,Active,#khadarelhodge-NFL-ATL-12,00-0034854,5773,6f124753-5c6c-454b-97c7-0f9b4d14e7c2,757521,757521,31769,13418,,3047876,20679
418,Tim,Patrick,Tim Patrick,DEN,WR,Inactive,#timpatrick-NFL-DEN-81,00-0033375,4351,2a443351-5e63-4a49-819e-912b51a745f2,838179,838179,30511,12061,12501,3134353,19207
419,Tucker,Fisk,Tucker Fisk,ATL,TE,Active,#tuckerfisk-NFL-ATL-43,,8885,5d01b190-d51e-11ec-8f44-c7121c9cec59,,1060299,,16627,,,
420,Tommy,Hudson,Tommy Hudson,TEN,TE,Inactive,#tommyhudson-NFL-TEN-89,,7439,62d557bc-ee99-4703-83f8-e7b1ca0c89e7,,865636,33340,15159,,3675550,22418
421,Marcus,Johnson,Marcus Johnson,NYG,WR,Active,#marcusjohnson-NFL-NYG-87,00-0032980,3445,fcfa9d4b-3e09-46ac-b4b6-77d70a5f304c,691348,691348,29678,11534,,2971718,18209
422,Kaden,Smith,Kaden Smith,NYG,TE,Inactive,#kadensmith-NFL-NYG-82, 00-0034988,6146,7bb7f5e7-f00e-47d8-954d-90bf5baf4292,924018,924018,32008,13516,,4044452,20946
423,Adam,Thielen,Adam Thielen,MIN,WR,Active,#adamthielen-NFL-MIN-19,00-0030035,1689,2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4,733643,733643,27277,8986,9054,16460,15534
424,Craig,Reynolds,Craig Reynolds,DET,RB,Active,#craigreynolds-NFL-DET-46, 00-0035567,6659,0deb1dc9-0945-470d-8352-220d26d03d7d,1167356,1167356,32596,13960,,4421446,21564
425,CeeDee,Lamb,CeeDee Lamb,DAL,WR,Active,#ceedeelamb-NFL-DAL-88,,6786,a72ea15b-5199-4101-a300-846e1c655add,,1062020,32687,14411,,4241389,21679
426,Nick,Vannett,Nick Vannett,NO,TE,Active,#nickvannett-NFL-NO-81,00-0032394,3258,c731aa8a-778b-4ccd-a19f-517eb66f47b7,606488,606488,29328,10949,11329,2576399,18019
427,Quintez,Cephus,Quintez Cephus,DET,WR,Active,#quintezcephus-NFL-DET-87,,6895,3bd012f5-1fdf-4ed7-b660-5013122df93f,,924362,32836,14466,,4035793,21729
428,Michael,Woods,Michael Woods,CLE,WR,Active,#michaelwoods-NFL-CLE-12,,8202,70c462de-b1b5-4c07-8ba2-eb33f3075893,,1106846,,16030,,,
429,Cole,Kmet,Cole Kmet,CHI,TE,Active,#colekmet-NFL-CHI-85,,6826,036feeb6-9a22-43c5-a8e3-7ac611d8ff49,,1066765,32713,14436,,4258595,21772
430,Terry,McLaurin,Terry McLaurin,WAS,WR,Active,#terrymclaurin-NFL-WAS-17, 00-0035659,5927,7e8c4641-2beb-4213-ba22-69fe0307005f,836116,836116,31908,13536,14121,3121422,20873
431,Nick,Westbrook-Ikhine,Nick Westbrook-Ikhine,TEN,WR,Active,#nickwestbrookikhine-NFL-TEN-15,,7496,5e63e674-adf3-4f4e-929e-4a0ff2cfb1df,,883259,33348,14750,,3929785,21734
432,Trey,Lance,Trey Lance,SF,QB,Inactive,#treylance-NFL-SF-5,,7610,676a508c-c65f-404a-a2b0-f861a4bfd072,,1130975,,15198,,,
433,Trestan,Ebner,Trestan Ebner,CHI,RB,Active,#trestanebner-NFL-CHI-25,,8189,17533bb8-99e4-4cb7-bd9c-268b62efac48,,1066869,,15988,,,
434,Jesper,Horsted,Jesper Horsted,LV,TE,Active,#jesperhorsted-NFL-LV-80, 00-0035562,6075,48c56733-6644-42ee-9020-07bd2deba1ad,881708,881708,32576,13639,,3940587,20812
435,Darrell,Henderson,Darrell Henderson,LAR,RB,Active,#darrellhenderson-NFL-LAR-27, 00-0035664,5916,380c4d9b-d4c8-456c-ba50-25519edde899,914372,914372,31902,13450,14039,4039359,20798
436,Cameron,Brate,Cameron Brate,TB,TE,Inactive,#cameronbrate-NFL-TB-84,00-0031273,2214,5afe93fd-0caf-4cca-83fc-7f405bebfa3e,552926,552926,28267,10008,10193,17453,16593
437,AJ,McCarron,AJ McCarron,ATL,QB,Inactive,#ajmccarron-NFL-ATL-5,00-0031288,1895,d4b30988-e8c5-4689-8037-f79a0d3c2774,508649,508649,27692,9319,9290,16810,16116
438,Cam,Sims,Cam Sims,WAS,WR,Active,#camsims-NFL-WAS-89,00-0034104,5432,f4f11bc2-2fe6-4da8-a83c-63085788e789,824541,824541,31405,13101,,3115314,20529
439,Caleb,Huntley,Caleb Huntley,ATL,RB,Active,#calebhuntley-NFL-ATL-42,,7741,77921652-c664-4511-91c7-77027bbb2647,,1058693,,15239,,,
440,Van,Jefferson,Van Jefferson,LAR,WR,Inactive,#vanjefferson-NFL-LAR-12,,6853,8e1285f7-6e4c-41e4-aac9-92e09f9f32b2,,884080,32727,14430,,3930066,21739
441,Tyler,Mabry,Tyler Mabry,SEA,TE,Active,#tylermabry-NFL-SEA-85,,7427,bad1a0c1-7ea2-4898-b5d9-ad1aec45c8b1,,881056,33286,14928,,3916587,22407
442,Richie,James,Richie James,NYG,WR,Active,#richiejames-NFL-NYG-80,00-0034286,5137,4aae1781-1eec-48c0-b41f-e4fee61c3c32,822644,822644,31210,12579,,3122899,20077
443,Jarvis,Landry,Jarvis Landry,NO,WR,Active,#jarvislandry-NFL-NO-5,00-0031382,1825,06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,589991,589991,27591,9454,9405,16790,16020
444,Jeff,Driskel,Jeff Driskel,HOU,QB,Active,#jeffdriskel-NFL-HOU-6,00-0032436,3362,4d517d8f-fe4d-4c89-9a2a-fee836ba4a71,592538,592538,29441,11026,11340,2574630,18123
445,J.J.,Arcega-Whiteside,J.J. Arcega-Whiteside,SEA,WR,Active,#jjarcegawhiteside-NFL-SEA-82, 00-0035246,5863,0cc1a941-1a6d-4a4a-8c7c-88157165c126,884921,884921,31889,13529,13976,3931397,20742
446,Calvin,Austin,Calvin Austin,PIT,WR,Inactive,#calvinaustin-NFL-PIT-19,,8125,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,,1062765,,15874,,,
447,Nico,Collins,Nico Collins,HOU,WR,Active,#nicocollins-NFL-HOU-12,,7569,bd56a50c-5fae-4ee2-8363-f74ae07b6887,,1074698,,15200,,,
448,Zander,Horvath,Zander Horvath,LAC,RB,Active,#zanderhorvath-NFL-LAC-40,,8428,754eb3a7-d14a-4e54-ba31-c1f80e02ae08,,1069366,,16298,,,
449,Dareke,Young,Dareke Young,SEA,WR,Inactive,#darekeyoung-NFL-SEA-83,,8527,2da144c9-7845-4199-bcc1-48405c14d436,,1384869,,15922,,,
450,Reggie,Gilliam,Reggie Gilliam,BUF,RB,Active,#reggiegilliam-NFL-BUF-41,,7204,4475bb8a-b5a6-4527-bfc7-8e7e03900984,,915066,33357,14844,,4039505,22206
451,Wendell,Smallwood,Wendell Smallwood,WAS,RB,Active,#wendellsmallwood-NFL-WAS-38,00-0032782,3309,c7d0a740-fcf2-4971-b1b6-43761d984bf9,728035,728035,29387,10806,11451,3042429,18070
452,Giovani,Bernard,Giovani Bernard,TB,RB,Inactive,#giovanibernard-NFL-TB-25,00-0030456,1386,24cf6148-f0af-4103-a215-e06956764953,546076,546076,26660,8622,8389,15826,14916
453,Dylan,Soehner,Dylan Soehner,NO,TE,Active,#dylansoehner-NFL-NO-89,,7905,562809a9-de2f-4d1a-85f3-a968f896b86d,,946764,,15565,,,
454,J.K.,Dobbins,J.K. Dobbins,BAL,RB,Active,#jkdobbins-NFL-BAL-27,,6806,a57b9914-4315-4295-98b4-9b348c52d6a1,,976513,32725,14418,,4241985,21674
455,Justice,Hill,Justice Hill,BAL,RB,Inactive,#justicehill-NFL-BAL-43, 00-0034975,5995,528e71ec-8fb3-4928-ace5-fc5ffbf26eb3,923109,923109,31945,13427,13944,4038441,20802
456,Kevin,Harris,Kevin Harris,NE,RB,Active,#kevinharris-NFL-NE-36,,8174,b29ae83e-ccfb-4219-b39a-70a1c94a2414,,1161190,,15991,,,
457,Jacob,Harris,Jacob Harris,LAR,WR,Active,#jacobharris-NFL-LAR-87,,7703,bdbb1693-3509-494c-8308-ae26a415fc96,,886392,,15322,,,
458,Kurt,Benkert,Kurt Benkert,SF,QB,Active,#kurtbenkert-NFL-SF-14,00-0034131,5142,bd684ac3-89d5-4b6b-84df-2a4a9b04cae1,728991,728991,31336,12819,,3040535,20089
459,Trishton,Jackson,Trishton Jackson,MIN,WR,Active,#trishtonjackson-NFL-MIN-9,,7009,9a2cd41e-a6e8-42d6-aad4-65c42939d733,,943189,33253,14402,,4046715,21725
460,Donovan,Peoples-Jones,Donovan Peoples-Jones,CLE,WR,Active,#donovanpeoplesjones-NFL-CLE-11,,6824,924edb03-29a9-42ae-92dd-ef7e8a498095,,1050234,32857,14457,,4258195,21754
461,Kendall,Hinton,Kendall Hinton,DEN,WR,Active,#kendallhinton-NFL-DEN-9,,7210,0830e644-2d6e-446b-9da6-57d7e3472fcd,,866086,32929,14593,,3700815,22213
462,DK,Metcalf,DK Metcalf,SEA,WR,Active,#dkmetcalf-NFL-SEA-14, 00-0035640,5846,754faf0f-40f7-45f0-b23b-6ce990ecaf26,945633,945633,31896,13424,13940,4047650,20875
463,Blake,Bell,Blake Bell,KC,TE,Inactive,#blakebell-NFL-KC-81,00-0032062,2422,0cc4e449-185a-4b08-9f07-c907ad0c3e05,542871,542871,28505,10248,,2514206,16878
464,Bisi,Johnson,Bisi Johnson,MIN,WR,Inactive,#bisijohnson-NFL-MIN-81,,6088,814e9529-e00f-4d02-925b-158ba1c6f840,867071,867071,32079,13867,,3917067,20836
465,D'Vonte,Price,D'Vonte Price,IND,RB,Active,#dvonteprice-NFL-IND-27,,8184,c37a9020-d395-11ec-96a0-c3471a31202c,,1065845,,15981,,,
466,Leonard,Fournette,Leonard Fournette,TB,RB,Active,#leonardfournette-NFL-TB-7,00-0033856,3969,7f46a7be-286e-4bfe-8778-d03dbe600ce9,822013,822013,30117,11687,12132,3115364,18803
467,Gerrit,Prince,Gerrit Prince,JAX,TE,Active,#gerritprince-NFL-JAX-86,,8247,2760d080-cbb8-11ec-88c8-199e5defa0d2,,1130844,,15888,,,
468,Russell,Gage,Russell Gage,TB,WR,Active,#russellgage-NFL-TB-17,00-0034411,5110,4501e6f4-4683-4357-b241-8b4a0b6aae81,822014,822014,31164,12992,,3115378,20006
469,Derrick,Henry,Derrick Henry,TEN,RB,Active,#derrickhenry-NFL-TEN-22,00-0032764,3198,87c481c7-7414-43cc-82df-19ca0c2ae22e,732145,732145,29279,10819,11238,3043078,17959
470,Alec,Pierce,Alec Pierce,IND,WR,Active,#alecpierce-NFL-IND-14,,8142,a67ee8f8-e9de-4fb9-90b6-edca2f83f6d8,,1107027,,16022,,,
471,Miles,Sanders,Miles Sanders,PHI,RB,Active,#milessanders-NFL-PHI-26, 00-0035243,6151,ef3ceaf4-b733-4e06-a7f4-a94fc67361c1,924261,924261,31885,13521,14040,4045163,20933
472,Scotty,Washington,Scotty Washington,NE,WR,Active,#scottywashington-NFL-NE-88,,7237,c272aa3f-4ef7-468c-ad4d-a4eed44a6ab7,,884350,33168,14588,,3919557,22238
473,Allen,Lazard,Allen Lazard,GB,WR,Active,#allenlazard-NFL-GB-13,00-0034521,5185,6a23db75-021b-4808-99e6-21a33d34202b,837958,837958,31268,12628,13226,3128390,20145
474,Danny,Gray,Danny Gray,SF,WR,Active,#dannygray-NFL-SF-6,,8176,7ec60efe-5dd3-43c3-b76f-f0d00589fdc3,,1228586,,15804,,,
